0, 10
0, 11
0, 27
0, 28
0, 29
0, 30
0, 31
0, 32
0, 33
0, 34
0, 35
0, 36
0, 37
0, 38
0, 39
0, 40
0, 41
0, 42
0, 43
0, 44
0, 45
0, 46
0, 47
0, 61
0, 62
0, 68
0, 69
0, 70
0, 71
0, 72
0, 73
0, 74
0, 75
0, 76
0, 77
0, 78
0, 79
0, 80
0, 81
0, 82
0, 83
0, 84
0, 85
0, 86
0, 87
0, 88
0, 89
0, 90
0, 91
0, 92
0, 93
0, 102
0, 103
0, 104
0, 105
0, 106
0, 117
0, 118
0, 119
0, 120
0, 121
0, 122
0, 123
0, 124
0, 125
0, 163
0, 164
0, 165
0, 183
0, 184
0, 185
0, 186
0, 187
0, 207
0, 208
0, 209
0, 210
0, 211
0, 220
0, 221
0, 222
0, 223
0, 233
0, 234
0, 235
0, 236
0, 245
0, 246
0, 249
0, 250
0, 268
0, 269
0, 270
0, 271
0, 272
0, 273
0, 298
0, 299
0, 300
0, 349
0, 393
0, 394
0, 395
0, 398
0, 399
0, 400
0, 401
0, 402
0, 437
0, 438
0, 439
0, 440
0, 441
0, 442
0, 452
0, 453
0, 454
0, 455
0, 456
0, 457
0, 458
0, 459
0, 460
0, 461
0, 462
0, 463
0, 464
0, 504
0, 505
0, 506
0, 507
0, 508
0, 509
0, 510
0, 511
0, 512
0, 513
0, 514
0, 515
0, 516
0, 517
0, 518
0, 519
0, 520
0, 521
0, 522
0, 523
0, 524
0, 525
0, 526
0, 527
0, 528
0, 529
0, 530
0, 531
0, 532
0, 533
0, 534
0, 535
0, 536
0, 537
0, 538
0, 539
0, 540
0, 541
0, 542
0, 543
0, 544
0, 545
0, 546
0, 547
0, 548
0, 564
0, 565
0, 566
0, 567
0, 568
0, 569
0, 570
0, 577
0, 578
0, 579
0, 580
0, 581
0, 582
0, 583
0, 584
0, 585
0, 586
0, 587
0, 588
0, 589
0, 590
0, 591
0, 592
0, 593
0, 594
0, 595
0, 596
0, 597
0, 610
0, 611
0, 612
0, 624
0, 625
0, 626
0, 627
0, 628
0, 629
0, 630
1, 10
1, 11
1, 18
1, 19
1, 20
1, 21
1, 29
1, 30
1, 31
1, 33
1, 34
1, 35
1, 36
1, 37
1, 38
1, 39
1, 40
1, 42
1, 43
1, 44
1, 45
1, 46
1, 47
1, 60
1, 61
1, 62
1, 63
1, 64
1, 65
1, 66
1, 71
1, 72
1, 73
1, 74
1, 75
1, 76
1, 77
1, 78
1, 79
1, 80
1, 81
1, 82
1, 83
1, 84
1, 85
1, 86
1, 87
1, 88
1, 89
1, 90
1, 91
1, 100
1, 101
1, 102
1, 103
1, 104
1, 105
1, 106
1, 107
1, 108
1, 109
1, 117
1, 118
1, 119
1, 120
1, 121
1, 122
1, 123
1, 124
1, 125
1, 128
1, 129
1, 130
1, 131
1, 132
1, 184
1, 185
1, 186
1, 187
1, 189
1, 203
1, 219
1, 220
1, 233
1, 234
1, 235
1, 236
1, 245
1, 246
1, 247
1, 249
1, 250
1, 268
1, 269
1, 270
1, 271
1, 272
1, 273
1, 348
1, 349
1, 350
1, 352
1, 382
1, 383
1, 393
1, 394
1, 395
1, 396
1, 398
1, 399
1, 400
1, 401
1, 402
1, 436
1, 437
1, 438
1, 439
1, 440
1, 441
1, 452
1, 453
1, 454
1, 455
1, 456
1, 457
1, 458
1, 505
1, 506
1, 507
1, 508
1, 509
1, 510
1, 511
1, 512
1, 513
1, 514
1, 515
1, 516
1, 517
1, 518
1, 519
1, 520
1, 521
1, 522
1, 523
1, 524
1, 525
1, 526
1, 527
1, 528
1, 529
1, 530
1, 531
1, 532
1, 533
1, 534
1, 535
1, 536
1, 537
1, 538
1, 539
1, 540
1, 541
1, 542
1, 543
1, 544
1, 545
1, 546
1, 547
1, 548
1, 563
1, 564
1, 565
1, 566
1, 567
1, 568
1, 569
1, 570
1, 571
1, 572
1, 576
1, 577
1, 578
1, 579
1, 580
1, 581
1, 582
1, 583
1, 584
1, 585
1, 586
1, 587
1, 588
1, 589
1, 590
1, 591
1, 592
1, 593
1, 594
1, 595
1, 596
1, 597
1, 610
1, 611
1, 612
1, 613
1, 625
1, 626
1, 627
1, 628
1, 629
2, 10
2, 11
2, 18
2, 19
2, 20
2, 21
2, 22
2, 23
2, 24
2, 34
2, 35
2, 36
2, 37
2, 38
2, 39
2, 40
2, 41
2, 42
2, 43
2, 44
2, 45
2, 46
2, 47
2, 60
2, 61
2, 62
2, 63
2, 64
2, 65
2, 66
2, 67
2, 73
2, 74
2, 75
2, 76
2, 77
2, 78
2, 79
2, 80
2, 81
2, 82
2, 83
2, 84
2, 85
2, 86
2, 87
2, 88
2, 89
2, 90
2, 99
2, 100
2, 101
2, 102
2, 103
2, 104
2, 105
2, 106
2, 107
2, 108
2, 109
2, 110
2, 118
2, 119
2, 121
2, 122
2, 123
2, 124
2, 125
2, 126
2, 128
2, 129
2, 130
2, 131
2, 132
2, 133
2, 135
2, 183
2, 184
2, 185
2, 186
2, 187
2, 189
2, 193
2, 203
2, 234
2, 235
2, 236
2, 246
2, 247
